iter	RMSE
416	0.02540605175
417	0.02540557775
418	0.02540392659
419	0.02540344721
420	0.02540226325
421	0.02540097563
422	0.02539936461
423	0.02539828644
424	0.0253963476
425	0.02539300706
426	0.02539054206
427	0.02538934935
428	0.02538847018
429	0.02538802594
430	0.02538598559
431	0.02538514346
432	0.02538467066
433	0.0253842856
434	0.02538340666
435	0.02538035218
436	0.02537917732
437	0.02537767764
438	0.02537694284
439	0.02537436493
440	0.02537322969
441	0.0253701101
442	0.02536649224
443	0.02536601943
444	0.02536518428
445	0.02536364007
446	0.02536030593
447	0.02535807949
448	0.02535764965
449	0.02535639243
450	0.02535583831
451	0.02535509566
452	0.02535274617
453	0.02535219807
454	0.02534956622
455	0.02534877308
456	0.02534794638
457	0.02534479038
458	0.02534149611
459	0.02534089154
460	0.02534005163
461	0.02533890544
462	0.02533818364
463	0.02533739212
464	0.02533491651
465	0.02533440936
466	0.02533393754
467	0.02533274201
468	0.02533185543
469	0.02532925811
470	0.02532662465
471	0.02532374445
472	0.02532310117
473	0.02532013749
474	0.02531640808
475	0.02531522311
476	0.02531395624
477	0.02531100434
478	0.02530976349
479	0.02530723323
480	0.02530486652
481	0.0253036818
482	0.02530222391
483	0.02530088786
484	0.02529930982
485	0.0252984192
486	0.02529657718
487	0.02529539448
488	0.02529396819
489	0.0252916299
490	0.025291132
491	0.02529070677
492	0.02529013342
493	0.02528653536
494	0.02528389445
495	0.02528214158
496	0.02527916975
497	0.02527806804
498	0.02527574663
499	0.02527489821
500	0.02527437306
501	0.02527342345
502	0.02527276308
503	0.02527111368
504	0.02527068762
505	0.02526725318
506	0.02526648904
507	0.02526377756
508	0.0252629361
509	0.02526069553
510	0.02525937058
511	0.02525774836
512	0.0252553598
513	0.02525457019
514	0.02525304512
515	0.02525161474
516	0.02524937901
517	0.02524861053
518	0.02524777057
519	0.02524700404
520	0.02524550913
521	0.02524209305
522	0.02524136832
523	0.02523988499
524	0.02523758157
525	0.02523618573
526	0.02523515849
527	0.0252320699
528	0.02523132483
529	0.02522802678
530	0.0252262985
531	0.02522467867
532	0.02522364535
533	0.02522107502
534	0.02521948638
535	0.02521627814
536	0.02521407454
537	0.02521314364
538	0.02520999673
539	0.02520692171
540	0.02520562732
541	0.02520467912
542	0.02520223337
543	0.0251995535
544	0.02519742056
545	0.02519602309
546	0.02519472301
547	0.02519344654
548	0.02519146951
549	0.02519028874
550	0.02518714382
551	0.02518522498
552	0.0251843051
553	0.02518240751
554	0.02518182512
555	0.0251792113
556	0.02517612242
557	0.02517437342
558	0.02517263962
559	0.0251720876
560	0.02516886274
561	0.02516652232
562	0.02516476185
563	0.02516369643
564	0.02516211505
565	0.02516152195
566	0.02515876177
567	0.0251563558
568	0.0251541765
569	0.02515345033
570	0.02515262579
571	0.02515012876
572	0.02514899148
573	0.02514862359
574	0.02514628774
575	0.02514536009
576	0.02514467725
577	0.02514364056
578	0.02514050858
579	0.02513750738
580	0.02513651436
581	0.02513439036
582	0.02513289043
583	0.02513204821
584	0.02513138211
585	0.02512992726
586	0.02512712288
587	0.02512379972
588	0.02512313508
589	0.02512100298
590	0.02511812277
591	0.02511624503
592	0.02511543537
593	0.02511225371
594	0.02511165563
595	0.02510890771
596	0.0251081968
597	0.02510505595
598	0.02510263667
599	0.02510064008
600	0.02509973423
601	0.02509651123
602	0.02509353962
603	0.02509166266
604	0.02508967009
605	0.02508697529
606	0.02508608366
607	0.025083849
608	0.025081243
609	0.02508088305
610	0.02507960103
611	0.02507739387
612	0.02507534626
613	0.02507357651
614	0.02507240454
615	0.02507106901
616	0.02506963459
617	0.02506844442
618	0.02506656351
619	0.02506358681
620	0.02506299027
621	0.0250613626
622	0.02505882141
623	0.02505575519
624	0.02505374554
625	0.02505308952
626	0.02505045442
627	0.02504916855
628	0.02504637312
629	0.02504416888
630	0.02504331902
631	0.025042984
632	0.02504058332
633	0.0250386753
634	0.02503786625
635	0.02503492575
636	0.02503223369
637	0.02503115147
638	0.02502851226
639	0.02502735895
640	0.02502560042
641	0.02502309779
642	0.02502005624
643	0.02501700857
644	0.0250145125
645	0.02501356004
646	0.02501176708
647	0.02501021588
648	0.02500787513
649	0.02500507754
650	0.02500447429
651	0.02500353554
652	0.02500073346
653	0.02499950804
654	0.02499704677
655	0.02499459065
656	0.02499353746
657	0.02499295335
658	0.02499049377
659	0.02498951384
660	0.02498722423
661	0.02498444576
662	0.02498276701
663	0.02498212488
664	0.02498103775
665	0.02497940916
666	0.02497682505
667	0.02497419954
668	0.02497349496
669	0.02497194695
670	0.02497074863
671	0.02496976383
672	0.02496695016
673	0.02496541356
674	0.02496420949
675	0.02496234785
676	0.02496102564
677	0.02496027028
678	0.02495962752
679	0.02495674519
680	0.02495612358
681	0.02495499885
682	0.02495257284
683	0.02495192235
684	0.0249513084
685	0.02495081493
686	0.02494845662
687	0.02494589589
688	0.02494438089
689	0.02494184527
690	0.02493975767
691	0.02493933436
692	0.02493654049
693	0.02493420615
694	0.02493323114
695	0.02493098055
696	0.02492861682
697	0.02492667948
698	0.02492411242
699	0.02492272468
700	0.02492207577
701	0.02491997853
702	0.0249189649
703	0.02491830482
704	0.02491571656
705	0.02491516976
706	0.02491347311
707	0.0249118714
708	0.02491056228
709	0.02490915776
710	0.02490767875
711	0.02490608333
712	0.02490417803
713	0.02490347893
714	0.02490306305
715	0.02490036282
716	0.02489839531
717	0.02489708536
718	0.02489553244
719	0.02489431204
720	0.02489185307
721	0.02488922358
722	0.02488877161
723	0.02488796255
724	0.02488665217
725	0.02488571812
726	0.02488337503
727	0.02488097124
728	0.02487834364
729	0.02487561745
730	0.02487399635
731	0.02487273183
732	0.02486979501
733	0.02486707547
734	0.02486449669
735	0.02486401208
736	0.02486141032
737	0.02485917542
738	0.024856139
739	0.02485316649
740	0.0248504101
741	0.02484806234
742	0.02484540435
743	0.02484289903
744	0.02484162978
745	0.02484020767
746	0.02483867523
747	0.02483698767
748	0.02483638224
749	0.02483570329
750	0.02483439308
751	0.02483202567
752	0.02483100077
753	0.02482928646
754	0.02482729661
755	0.02482491093
756	0.02482230441
757	0.02482039607
758	0.02481790319
759	0.02481603911
760	0.024813691
761	0.02481162111
762	0.02481108891
763	0.02481026559
764	0.02480994643
765	0.02480907732
766	0.02480836028
767	0.0248060546
768	0.0248044792
769	0.02480150212
770	0.02479979119
771	0.02479685927
772	0.02479649436
773	0.02479491406
774	0.02479291217
775	0.0247909831
776	0.02479040952
777	0.02478994633
778	0.02478731278
779	0.02478476508
780	0.02478381952
781	0.0247828436
782	0.02478102886
783	0.02477921267
784	0.02477698322
785	0.02477664846
786	0.02477471247
787	0.02477265632
788	0.0247717714
789	0.02476926812
790	0.02476890953
791	0.02476680258
792	0.0247645301
793	0.02476397877
794	0.02476237721
795	0.02476048282
796	0.02475989191
797	0.02475731709
798	0.02475522918
799	0.02475439196
800	0.02475238048
801	0.02475071275
802	0.02475015143
803	0.02474827444
804	0.02474562309
805	0.02474470123
806	0.02474303291
807	0.02474192714
808	0.02474132092
809	0.02473984818
810	0.02473941553
811	0.02473815436
812	0.02473727532
813	0.02473483243
814	0.02473231799
815	0.02473077011
816	0.0247301831
817	0.02472960204
818	0.02472841156
819	0.02472548834
820	0.02472373162
821	0.02472082375
822	0.02471848627
823	0.02471749025
824	0.02471699325
825	0.024714935
826	0.02471349934
827	0.02471190497
828	0.02471054484
829	0.02470896048
830	0.02470664047
831	0.02470591515
832	0.02470299023
833	0.02470113689
834	0.0247000039
835	0.02469948638
836	0.02469748519
837	0.02469520163
838	0.02469412159
839	0.0246916354
840	0.02469107599
841	0.02469067042
842	0.02468968623
843	0.02468860302
844	0.02468643682
845	0.02468388434
846	0.02468319823
847	0.02468153361
848	0.02468093874
849	0.02467988398
850	0.0246783331
851	0.02467625039
852	0.02467578012
853	0.02467501615
854	0.02467327539
855	0.02467146243
856	0.02466899654
857	0.02466803731
858	0.0246655912
859	0.02466472658
860	0.02466318719
861	0.02466091532
862	0.02465900716
863	0.02465858105
864	0.02465635416
865	0.0246537638
866	0.02465240195
867	0.02465183183
868	0.02464989291
869	0.02464794103
870	0.02464738413
871	0.02464693826
872	0.02464615486
873	0.02464339552
874	0.02464289192
875	0.024641377
876	0.0246388559
877	0.02463673963
878	0.0246351723
879	0.02463382225
880	0.02463270442
881	0.02463203355
882	0.02463006848
883	0.02462869558
884	0.02462639766
885	0.02462396231
886	0.02462254978
887	0.02462144125
888	0.02462113211
889	0.02461940411
890	0.02461784553
891	0.0246163894
892	0.02461605439
893	0.02461380316
894	0.02461254792
895	0.02461202613
896	0.0246106653
897	0.02460829476
898	0.02460752186
899	0.02460506336
900	0.02460330911
901	0.02460157286
902	0.02460080566
903	0.02459873258
904	0.02459655002
905	0.02459419088
906	0.02459291852
907	0.02459141043
908	0.024589489
909	0.02458819056
910	0.02458692225
911	0.02458652682
912	0.02458376108
913	0.02458122954
914	0.02458009552
915	0.02457950661
916	0.02457767406
917	0.02457662873
918	0.02457529062
919	0.02457474482
920	0.02457379076
921	0.02457177405
922	0.02457119482
923	0.02457053691
924	0.02456923526
925	0.02456871668
926	0.02456773959
927	0.02456719321
928	0.02456495429
929	0.02456359306
930	0.02456230334
931	0.0245617497
932	0.02456007302
933	0.02455837583
934	0.02455758489
935	0.02455528966
936	0.02455416657
937	0.02455200283
938	0.02454940375
939	0.02454723754
940	0.02454586998
941	0.02454356294
942	0.024542448
943	0.0245410902
944	0.02454044619
945	0.0245387072
946	0.02453620273
947	0.02453526207
948	0.02453423466
949	0.02453394136
950	0.02453329536
951	0.02453286473
952	0.02453217433
953	0.02453047072
954	0.02453001825
955	0.0245281435
956	0.02452617077
957	0.02452377885
958	0.02452155605
959	0.02451922815
960	0.02451860613
961	0.02451776047
962	0.02451668693
963	0.02451630027
964	0.02451409253
965	0.0245133031
966	0.02451101833
967	0.02451054549
968	0.02450843414
969	0.02450677366
970	0.02450472607
971	0.02450274425
972	0.02450041881
973	0.02449820739
974	0.02449728986
975	0.02449525486
976	0.02449279075
977	0.02449073751
978	0.02449003484
979	0.02448934244
980	0.02448807306
981	0.02448570199
982	0.02448403843
983	0.02448172228
984	0.0244806743
985	0.02447969016
986	0.02447904811
987	0.02447746525
988	0.02447597968
989	0.02447534016
990	0.02447398095
991	0.02447186606
992	0.02446988409
993	0.02446927684
994	0.02446803986
995	0.02446572499
996	0.02446314703
997	0.02446265459
998	0.02446219866
999	0.02446010718
